school_name,district_name,city,state,admin_approved
James Monroe High School,Monroe County Schools,Lindside,WV,false
James River Elementary,Williamsburg-James City County Public Schools,Williamsburg,VA,false
James River High,Chesterfield County Public Schools,Midlothian,VA,false
Jay/Westfield Joint Elementary School,Jay/Westfield Joint Elementary School District,Jay,VT,false
Jayenne Elementary School,Marion County Schools,Fairmont,WV,false
JEDI Virtual K-12,Marshall School District,Whitewater,WI,false
Jefferson Elementary,Mount Vernon School District,Mount Vernon,WA,false
Jefferson Elementary,Port Angeles School District,Port Angeles,WA,false
Jefferson Elementary,Stevens Point Area Public School District,Stevens Point,WI,false
Jefferson Elementary,West Allis-West Milwaukee School District,West Allis,WI,false
Jefferson Elementary,Sheboygan Area School District,Sheboygan,WI,false
Jefferson Elementary,Menasha Joint School District,Menasha,WI,false
Jefferson Elementary,Spokane School District,Spokane,WA,false
Phineas Banning Senior High,Los Angeles Unified,Wilmington,CA,true
Phoebe a. Hearst Elementary,Sacramento City Unified,Sacramento,CA,false
Southminster School,,Missouri City,TX,false
St Francis School,,Austin,TX,false
St Gerard Catholic School,,San Antonio,TX,false
Phoebe Apperson Hearst Elementary,Pleasanton Unified,Pleasanton,CA,false
Spruce Mountain Middle School,Rsu 73,Jay,ME,true
Killough Middle,Alief Isd,Houston,TX,true
St Joseph Catholic School,,Richardson,TX,false
Spruce Mountain Primary School,Rsu 73,Livermore,ME,false
Phoenix,Ventura County Office of Education,Camarillo,CA,false
Phoenix #1 IAcademy,Phoenix Elementary District (4256),Phoenix,AZ,false
Phoenix Academy Community Day,King City Union,King City,CA,false
Phoenix Charter Academy College View,Phoenix Charter Academy College View District,Redding,CA,false
Squires Elementary School,Fayette County,Lexington,KY,false
St Ansgar Elementary School,St Ansgar Comm School District,St Ansgar,IA,false
St Croix Regional Technical Center,Calais Public Schools,Calais,ME,false
Kimball Jr/Sr High School,Kimball Public Schools,Kimball,NE,false
Kimball High School - 01,Kimball School District 07-2,Kimball,SD,true
Kimball Middle School - 04,Kimball School District 07-2,Kimball,SD,true
James Rumsey Technical Institute,Berkeley County Schools,Martinsburg,WV,false
James S. Russell Middle,Brunswick County Public Schools,Lawrenceville,VA,true
James Sales Elementary,Franklin Pierce School District,Tacoma,WA,false
James W Lintott Elementary School,Chehalis School District,Chehalis,WA,false
James Williams Middle,Rhinelander School District,Rhinelander,WI,true
James Wood High,Frederick County Public Schools,Winchester,VA,false
The Rubicon Academy,,The Woodlands,TX,false
Tierra Vista Montessori School,,Marble Falls,TX,false
The Gospel Lighthouse Christian Academy,,Lockhart,TX,false
Headwaters School,,Austin,TX,false
Trinity Christian Academy,,Paris,TX,false
Faith Baptist Academy,,Layton,UT,false
Little Miners Montessori,,Park City,UT,false
Montessori Childrens House,,Salt Lake City,UT,false
Kinder High School,Allen Parish,Kinder,LA,true
Phoenix Coding Academy,Phoenix Union High School District (4286),Phoenix,AZ,true
Kimmel Alternative School,Altoona Area SD,Altoona,PA,true
Phoenix College Preparatory Academy,MCCCD on Behalf of Phoenix College Preparatory Aca (81174),Phoenix,AZ,true
Phoenix Continuation,Los Angeles Unified,Los Angeles,CA,true
Kinder Middle School,Allen Parish,Kinder,LA,true
Phoenix Educator Preparatory,Phoenix Union High School District (4286),Phoenix,AZ,false
Phoenix Elementary Academy Community Day,Fresno Unified,Fresno,CA,false
Phoenix High,East Side Union High,San Jose,CA,false
Phoenix High (Continuation),Western Placer Unified,Lincoln,CA,true
Phoenix High Community Day,Antelope Valley Union High,Lancaster,CA,true
St Francis Elem,St Francis Comm Sch,St Francis,KS,false
St George Elem,Rock Creek,St George,KS,false
St John Elem,St John-Hudson,St. John,KS,false
St John High,St John-Hudson,St. John,KS,false
St John Valley Technology Center,Rsu 33/Msad 33,Frenchville,ME,false
St Marys Elem,Kaw Valley,St Marys,KS,false
St Matthews Elementary,Jefferson County,Louisville,KY,false
King City High,King City R-I,King City,MO,false
Kindred High School,Kindred 2,Kindred,ND,false
Kimpton Middle School,Stow-Munroe Falls City School District,Munroe Falls,OH,false
Kimbrough Middle,Mesquite Isd,Mesquite,TX,true
Kinder H S for Performing and Visual Arts,Houston Isd,Houston,TX,false
James Wood Middle,Frederick County Public Schools,Winchester,VA,false
James Wright Middle,Madison Metropolitan School District,Madison,WI,true
Jamestown Elementary,Arlington County Public Schools,Arlington,VA,false
Jamestown High,Williamsburg-James City County Public Schools,Williamsburg,VA,false
Jane Addams Middle School,Seattle School District No. 1,Seattle,WA,false
Jane H. Bryan Elementary,Hampton City Public Schools,Hampton,VA,false
Jane Lew Elementary School,Lewis County Schools,Jane Lew,WV,false
Provo Canyon School - Springville Campus,,Springville,UT,false
Westside Christian School,,St George,UT,false
King Middle School,Portland Public Schools,Portland,ME,true
East Burke School,,East Burke,VT,false
Phoenix International Academy,Phoenix International Academy (903484),Phoenix,AZ,true
St. Amant High School,Ascension Parish,St. Amant,LA,true
King Martin Luther HS,Philadelphia City SD,Philadelphia,PA,true
Phoenix Modern,New Learning Ventures Inc. (320470),Phoenix,AZ,false
King H S,Corpus Christi Isd,Corpus Christi,TX,true
The New School of Montpelier,,Montpelier,VT,false
Phoenix Secondary,Fresno Unified,Fresno,CA,true
Phoenix Union Bioscience High School,Phoenix Union High School District (4286),Phoenix,AZ,true
Phoenix Union-Wilson College Preparatory,Phoenix Union High School District (4286),Phoenix,AZ,true
Pick Elementary School,Auburn City,Auburn,AL,false
King David Kalakaua Middle School,Hawaii Department of Education,Honolulu,HI,true
St. Amant Middle School,Ascension Parish,St. Amant,LA,true
St. Amant Primary School,Ascension Parish,St. Amant,LA,false
St. Charles Elementary School,Lafourche Parish,Thibodaux,LA,false
St. Charles Street Elementary School,Iberia Parish,Jeanerette,LA,false
St. Helena Arts and Technology Academy,St. Helena Parish,Greensburg,LA,false
Janssen Elementary,Kimberly Area School District,Combined Locks,WI,false
Jason Lee Elementary School,Richland School District,Richland,WA,false
Jason Lee Middle School,Vancouver School District,Vancouver,WA,true
Jefferson Head Start Learning Center,Green Bay Area Public School District,Green Bay,WI,false
Jefferson High,Jefferson School District,Jefferson,WI,false
Jefferson High School,Jefferson County Schools,Shenandoah Junction,WV,false
Veritas Collegiate  Academy,,Chesapeake,VA,false
Children's House Montessori School of Reston,,Reston,VA,false
Elijah House Academy,,Richmond,VA,false
Ephesus Junior Academy,,Richmond,VA,false
Fairfax Christian School,,Dulles,VA,false
Guardian Christian Academy,,Chesterfield,VA,false
Lafayette School,,Troy,VA,false
Mcdonald Montessori School,,Norfolk,VA,false
Crossroads Community School,Quilcene School District,Quilcene,WA,true
Forks Alternative School,Quillayute Valley School District,Forks,WA,true
Metropolitan Day School,,Richmond,VA,false
Minnick Schools,,Roanoke,VA,false
Montessori School of Fairfax,,Chantilly,VA,false
Pickens County High School,Pickens County,Reform,AL,true
Lake Quinault High School,Lake Quinault School District,Amanda Park,WA,false
Quincy Innovation Academy,Quincy School District,Quincy,WA,true
Pico Canyon Elementary,Newhall,Stevenson Ranch,CA,false
Kipp Austin Beacon Prep,Kipp Texas Public Schools,Austin,TX,true
Raymond Home Link School,Raymond School District,RAYMOND,WA,false
Picture Rocks Elementary,Marana Unified District (4404),Tucson,AZ,false
Piedmont Avenue Elementary,Oakland Unified,Oakland,CA,false
Piedmont Elementary School,Piedmont City,Piedmont,AL,false
Kipp Beyond Charter School,Kipp Beyond Charter School,New York,NY,false
Kipp Austin Brave,Kipp Texas Public Schools,Austin,TX,true
Jefferson Elementary,Pullman School District,Pullman,WA,false
Jefferson Elementary,Appleton Area School District,Appleton,WI,false
Jefferson Elementary,Manitowoc School District,Manitowoc,WI,false
Jefferson Elementary,Wauwatosa School District,Wauwatosa,WI,false
Jefferson Elementary,Richland School District,Richland,WA,false
Jefferson Elementary,Everett School District,Everett,WA,false
Jefferson Elementary,Oshkosh Area School District,Oshkosh,WI,false
Jefferson Elementary,Janesville School District,Janesville,WI,false
Jefferson Elementary,Kenosha School District,Kenosha,WI,false
Jefferson Elementary,Beaver Dam Unified School District,Beaver Dam,WI,false
Jefferson Elementary Center,Wood County Schools,Parkersburg,WV,false
Jefferson Elementary School,Tacoma School District,Tacoma,WA,false
King's Fork High,Suffolk City Public Schools,Suffolk,VA,false
Kingfisher Ms,Kingfisher,Kingfisher,OK,true
Piedmont High School,Piedmont City,Piedmont,AL,true
Piedmont Hills High,East Side Union High,San Jose,CA,false
Jefferson Lighthouse Elementary,Racine Unified School District,Racine,WI,false
Piedmont Middle,Berryessa Union Elementary,San Jose,CA,false
Jefferson Lincoln Elementary,Centralia School District,Centralia,WA,false
Piedmont Middle,Piedmont City Unified,Piedmont,CA,false
Piedmont Middle School,Piedmont City,Piedmont,AL,true
Pierce Elementary,Sierra Sands Unified,Ridgecrest,CA,false
Pierce High,Pierce Joint Unified,Arbuckle,CA,true
Pierpont Elementary,Ventura Unified,Ventura,CA,false
Pierson High School,Nogales Unified District (4457),Nogales,AZ,true
Piggott Elementary School,Piggott School District,Piggott,AR,false
Piggott High School,Piggott School District,Piggott,AR,true
Pike County Alternative Learning Center,Pike County,Troy,AL,true
Pike County Elementary School,Pike County,Brundidge,AL,false
Pike County High School,Pike County,Brundidge,AL,true
Pike Road Elementary School,Pike Road City,Pike Road,AL,false
Pike Road High School,Pike Road City,Pike Road,AL,false
Pike Road Intermediate School,Pike Road City,Pike Road,AL,false
Pike Road Jr High School,Pike Road City,Pike Road,AL,false
Pike View Early Childhood Center,North Little Rock School District,North Little Rock,AR,false
Pillans Middle School,Mobile County,Mobile,AL,true
Pillar Academy of Business & Finance,Pillar Charter School (87334),Phoenix,AZ,false
Kings Collegiate Charter School,Kings Collegiate Charter School,Brooklyn,NY,true
Jefferson Middle School,Olympia School District,Olympia,WA,true
Jeffery Elementary,Kenosha School District,Kenosha,WI,false
Jeffrey City Elementary,Fremont County School District # 1,Lander,WY,false
Jemtegaard Middle School,Washougal School District,Washougal,WA,true
New Mount Olive Christian Daycare & Academy,,Hampton,VA,false
Pillar Academy Online,Pillar Charter School (87334),Phoenix,AZ,false
Peninsula Catholic High School,,Newport News,VA,false
Plaza Christian Academy,,Virginia Beach,VA,false
Pilot Station School,Lower Yukon School District,Pilot Station,AK,true
Kings High School,Kings Local,Kings Mills,OH,false
Kings Junior High School,Kings Local,Kings Mills,OH,false
Kings Valley Charter School,Philomath SD 17J,Philomath,OR,false
Kings Peak High,Jordan District,West Jordan,UT,false
Pima Butte Elementary School,Maricopa Unified School District (4441),Maricopa,AZ,false
Pima County at Walden Grove,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED - Bridges Evening Program,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED - Flowing Wells,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED - Mountain View,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED - Pima Community College,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED - Star,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED Annex,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED at Empire,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED at Granite,Pima County JTED (89380),Tucson,AZ,false
Jenkins Creek Elementary School,Kent School District,Covington,WA,false
Jenkins Junior/Senior High,Chewelah School District,Chewelah,WA,true
Jennie Dean Elementary,Manassas City Public Schools,Manassas,VA,false
Jennings Randolph Elementary School,Randolph County Schools,Elkins,WV,false
Jericho Elementary School,Mount Mansfield Unified Union School District #401,Jericho,VT,false
Jessie Thackrey  Preschool,Falls Church City Public Schools,Falls Church,VA,false
Jessup Elementary,Laramie County School District #1,Cheyenne,WY,false
Jeter-Watson Elementary,Alleghany Highlands Public Schools,Covington,VA,false
Jim Falls Elementary,Chippewa Falls Area Unified School District,Jim Falls,WI,false
Jim Tangeman Center,Vancouver School District,Vancouver,WA,true
Jing Mei Elementary School,Bellevue School District,Bellevue,WA,false
JJ Smith Elementary,Enumclaw School District,Enumclaw,WA,false
John Adams Elementary,Alexandria City Public Schools,Alexandria,VA,false
Rockbridge Christian Academy,,Lexington,VA,false
St Mark Catholic School,,Vienna,VA,false
St Veronica Catholic School,,Chantilly,VA,false
Guidepost Montesori Broadlands,,Ashburn,VA,false
Pima County JTED at Indian Oasis,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED at Santa Rita,Pima County JTED (89380),Tucson,AZ,false
Kingsborough Middle,Harlandale Isd,San Antonio,TX,true
Kingsbury Career Technology Center,Memphis-Shelby County Schools,Memphis,TN,false
Hutch School,Seattle Public Schools,SEATTLE,WA,false
Kingsbury High,Memphis-Shelby County Schools,Memphis,TN,true
Pima County JTED Cosmetology,Pima County JTED (89380),Tucson,AZ,false
Pima Elementary School,Pima Unified District (4220),Pima,AZ,false
Kingsborough Early College School,New York City Geographic District #21,Brooklyn,NY,true
SVI 1418 Re-Engagement Program,Seattle Public Schools,Seattle,WA,false
Kingsbridge International High School,New York City Geographic District #10,Bronx,NY,true
Kingsbury Middle,Memphis-Shelby County Schools,Memphis,TN,true
Cascade Parent Partnership Program,Seattle School District No. 1,Seattle,WA,false
Interagency Detention School,Seattle School District No. 1,Seattle,WA,false
John Adams Middle School,Kanawha County Schools,Charleston,WV,false
John B. Dey Elementary,Virginia Beach City Public Schools,Virginia Beach,VA,false
