school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Tukes Valley Primary,Battle Ground School District,Battle Ground,546,234,Yes participating without using any Provision or the CEO
Tukwila Elementary,Tukwila School District,Tukwila,458,327,Yes under Community Eligibility Option (CEO)
Tumwater High School,Tumwater School District,Tumwater,1117,342,Yes participating without using any Provision or the CEO
Tumwater Hill Elementary,Tumwater School District,Tumwater,400,150,Yes participating without using any Provision or the CEO
Tumwater Middle School,Tumwater School District,Tumwater,665,237,Yes participating without using any Provision or the CEO
Twin City Elementary,Stanwood-Camano School District,Stanwood,440,150,Yes participating without using any Provision or the CEO
Twin Falls Middle School,Snoqualmie Valley School District,North Bend,556,93,Yes participating without using any Provision or the CEO
Twin Harbors a Branch of New Market Skills Center,Aberdeen School District,Aberdeen,31,7,No
Twin Lakes Elementary School,Federal Way School District,Federal Way,371,269,Yes under Community Eligibility Option (CEO)
Two Rivers School,Snoqualmie Valley School District,Snoqualmie,56,12,Yes participating without using any Provision or the CEO
Tyee High School,Highline School District,SeaTac,644,488,Yes under Community Eligibility Option (CEO)
Tyee Middle School,Bellevue School District,Bellevue,1007,189,Yes participating without using any Provision or the CEO
Tyee Park Elementary School,Clover Park School District,Lakewood,381,319,Yes under Community Eligibility Option (CEO)
Ugrad Esd123 Re-Engagement Program,Educational Service District 123,Pasco,353,,No
Union Gap School,Union Gap School District,Union Gap,558,494,Yes under Community Eligibility Option (CEO)
Union High School,Evergreen School District (Clark),Camas,1989,618,Yes under Community Eligibility Option (CEO)
Union Ridge Elementary,Ridgefield School District,Ridgefield,708,192,Yes participating without using any Provision or the CEO
University Elementary School,Central Valley School District,Spokane Valley,291,186,Yes under Community Eligibility Option (CEO)
University High School,Central Valley School District,Spokane Valley,1410,609,Yes participating without using any Provision or the CEO
University Place Primary,University Place School District,University Pla,522,214,Yes participating without using any Provision or the CEO
Utsalady Elementary,Stanwood-Camano School District,Camano Island,391,127,Yes participating without using any Provision or the CEO
Vale Elementary School,Cashmere School District,Cashmere,638,332,Yes participating without using any Provision or the CEO
Valhalla Elementary School,Federal Way School District,Auburn,517,389,Yes under Community Eligibility Option (CEO)
Valley Academy of Learning K-8,Wenatchee School District,Wenatchee,188,52,No
Valley Early Learning Center,Valley School District,Valley,47,23,No
Valley Online Academy,Wenatchee School District,Wenatchee,23,16,No
Valley School,Valley School District,Valley,166,102,Yes under Community Eligibility Option (CEO)
Valley View Early Childhood Center,Highline School District,SeaTac,225,193,Yes under Community Eligibility Option (CEO)
Valley View Elementary,Toppenish School District,Toppenish,484,441,Yes under Community Eligibility Option (CEO)
Valley View Elementary School,Ellensburg School District,Ellensburg,408,152,Yes participating without using any Provision or the CEO
Valley View Middle School,Snohomish School District,Snohomish,641,136,Yes participating without using any Provision or the CEO
Vancouver Home Connection,Vancouver School District,Vancouver,159,73,Yes under Community Eligibility Option (CEO)
Vancouver Innovation Technology and Arts Elementary,Vancouver School District,Vancouver,300,95,Yes under Community Eligibility Option (CEO)
Vancouver Itech Preparatory,Vancouver School District,Vancouver,600,218,Yes under Community Eligibility Option (CEO)
Vancouver School of Arts and Academics,Vancouver School District,Vancouver,787,247,Yes under Community Eligibility Option (CEO)
Vancouver Success Academy,Vancouver School District,Vancouver,75,58,Yes under Community Eligibility Option (CEO)
Vancouver Virtual Learning Academy,Vancouver School District,Vancouver,238,132,No
Vanguard Academy,Moses Lake School District,Moses Lake,387,233,Yes under Community Eligibility Option (CEO)
Vashon Island High School,Vashon Island School District,Vashon,511,132,Yes participating without using any Provision or the CEO
Vaughn Elementary School,Peninsula School District,Vaughn,326,150,Yes participating without using any Provision or the CEO
Vera Risdon Middle School,Renton School District,Newcastle,751,295,Yes participating without using any Provision or the CEO
Vicki I. Groff Elementary School,Moses Lake School District,Moses Lake,413,202,Yes under Community Eligibility Option (CEO)
Victor Falls Elementary,Sumner-Bonney Lake School District,Bonney Lake,513,169,Yes participating without using any Provision or the CEO
View Ridge Elementary,Everett School District,Everett,497,301,Yes under Community Eligibility Option (CEO)
View Ridge Elementary Arts Academy,Bremerton School District,Bremerton,388,255,Yes under Community Eligibility Option (CEO)
View Ridge Elementary School,Seattle School District No. 1,Seattle,290,32,Yes participating without using any Provision or the CEO
View Ridge Middle School,Ridgefield School District,Ridgefield,666,197,Yes participating without using any Provision or the CEO
Viewlands Elementary School,Seattle School District No. 1,Seattle,290,122,Yes under Community Eligibility Option (CEO)
Vinland Elementary,North Kitsap School District,Poulsbo,527,166,Yes participating without using any Provision or the CEO
Virgie Robinson Elementary,Pasco School District,Pasco,473,423,Yes under Community Eligibility Option (CEO)
Virtual Preparatory Academy of Washington,Starbuck School District,Starbuck,748,73,No
Visions (Seamar Youth Center),Bellingham School District,Bellingham,11,7,No
Vista Elementary School,Kennewick School District,Kennewick,409,257,Yes under Community Eligibility Option (CEO)
Vista Middle School,Ferndale School District,Ferndale,550,306,Yes under Community Eligibility Option (CEO)
Vossbeck Elementary School,Lynden School District,Lynden,468,241,Yes participating without using any Provision or the CEO
Voyager Elementary,Peninsula School District,Gig Harbor,443,54,Yes participating without using any Provision or the CEO
Voyager Middle School,Mukilteo School District,Everett,902,535,Yes under Community Eligibility Option (CEO)
W F West High School,Chehalis School District,Chehalis,950,413,Yes participating without using any Provision or the CEO
Wade King Elementary School,Bellingham School District,Bellingham,297,65,Yes participating without using any Provision or the CEO
Wahitis Elementary School,Othello School District,Othello,606,496,Yes under Community Eligibility Option (CEO)
Wahkiakum High School,Wahkiakum School District,Cathlamet,127,66,Yes under Community Eligibility Option (CEO)
Wahluke High School,Wahluke School District,Mattawa,750,693,Yes under Community Eligibility Option (CEO)
Wahluke Junior High,Wahluke School District,Mattawa,554,526,Yes under Community Eligibility Option (CEO)
Wainwright Intermediate School,Tacoma School District,Tacoma,368,219,Yes under Community Eligibility Option (CEO)
Waitsburg Elementary School,Waitsburg School District,Waitsburg,148,70,Yes participating without using any Provision or the CEO
Waitsburg High School,Waitsburg School District,Waitsburg,87,42,Yes participating without using any Provision or the CEO
Waldron Island School,Orcas Island School District,Waldron Island,5,,No
Walla Walla Center for Children and Families,Walla Walla Public Schools,Walla Walla,108,78,Yes under Community Eligibility Option (CEO)
Walla Walla County Juvenile Detention,Walla Walla Public Schools,Walla Walla,5,,No
Walla Walla High School,Walla Walla Public Schools,Walla Walla,1554,922,Yes under Community Eligibility Option (CEO)
Walla Walla Online,Walla Walla Public Schools,Walla Walla,72,40,No
Walla Walla Open Doors,Walla Walla Public Schools,Walla Walla,105,88,Yes under Community Eligibility Option (CEO)
Wallace & Priscilla Stevenson Intermediate School,White Salmon Valley School District,White Salmon,163,91,Yes participating without using any Provision or the CEO
Wallace Elementary,Kelso School District,Kelso,333,283,Yes under Community Eligibility Option (CEO)
Waller Road Elementary,Puyallup School District,Tacoma,306,186,Yes under Community Eligibility Option (CEO)
Walnut Grove Elementary,Vancouver School District,Vancouver,681,409,Yes under Community Eligibility Option (CEO)
Walter Strom Middle School,Cle Elum-Roslyn School District,Cle Elum,206,82,Yes participating without using any Provision or the CEO
Wapato High School,Wapato School District,Wapato,853,691,Yes under Community Eligibility Option (CEO)
Wapato Middle School,Wapato School District,Wapato,737,653,Yes under Community Eligibility Option (CEO)
Wapato Online Academy 6-8,Wapato School District,Wapato,8,,No
Wapato Online Academy 9-12,Wapato School District,Wapato,33,23,No
Wapato Online Academy K-5,Wapato School District,Wapato,6,,No
Warden Elementary,Warden School District,Warden,416,324,Yes under Community Eligibility Option (CEO)
Warden High School,Warden School District,Warden,290,224,Yes under Community Eligibility Option (CEO)
Warden Middle School,Warden School District,Warden,227,186,Yes under Community Eligibility Option (CEO)
Warren Hunt Elem,Puyallup School District,Puyallup,681,333,Yes participating without using any Provision or the CEO
Washington Connections Academy - Mary M. Knight,Mary M Knight School District,Tumwater,600,197,No
Washington Connections Academy Goldendale,Goldendale School District,Lacy,2121,889,No
Washington Digital Academy,South Bend School District,South Bend,458,227,No
Washington Elementary,Sunnyside School District,Sunnyside,602,512,Yes under Community Eligibility Option (CEO)
Washington Elementary,Vancouver School District,Vancouver,244,183,Yes under Community Eligibility Option (CEO)
