school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Lake Myra Elementary,Wake County Schools,Wendell,722,400,Yes participating without using any Provision or the CEO,false
Lake Norman Charter,Lake Norman Charter,Huntersville,2222,,No,false
Lake Norman Elementary,Iredell-Statesville Schools,Mooresville,641,124,Yes participating without using any Provision or the CEO,false
Lake Norman High,Iredell-Statesville Schools,Mooresville,1905,377,Yes participating without using any Provision or the CEO,false
Lake Rim Elementary,Cumberland County Schools,Fayetteville,656,652,Yes participating without using any Provision or the CEO,false
Lake Wylie Elementary,Charlotte-Mecklenburg Schools,Charlotte,633,630,Yes participating without using any Provision or the CEO,false
Lakeforest Elementary,Pitt County Schools,Greenville,821,805,Yes participating without using any Provision or the CEO,false
Lakeshore Elementary,Iredell-Statesville Schools,Mooresville,658,193,Yes participating without using any Provision or the CEO,false
Lakeshore Middle,Iredell-Statesville Schools,Mooresville,531,215,Yes participating without using any Provision or the CEO,false
Lakeside Charter Academy,Lakeside Charter Academy,Cornelius,221,,No,false
Lakeview School,Durham Public Schools,Durham,52,49,Yes participating without using any Provision or the CEO,true
Lakewood Elementary,Durham Public Schools,Durham,439,434,Yes participating without using any Provision or the CEO,false
Lakewood High,Sampson County Schools,Salemburg,475,460,Yes participating without using any Provision or the CEO,true
Lakewood Montessori Middle,Durham Public Schools,Durham,309,306,Yes participating without using any Provision or the CEO,false
Landis Elementary,Rowan-Salisbury Schools,Landis,613,610,Yes participating without using any Provision or the CEO,false
Langdon C Kerr Elementary,Clinton City Schools,Clinton,366,363,Yes participating without using any Provision or the CEO,false
